# SYNTETYCZNE DANE -- nie sa to prawdziwe logi lotu. Wygenerowane przez
# generate_synthetic_maneuvers.py do kalibracji/testow maneuver_classifier.py.
segment,step,x,y,z,x_true,y_true,z_true
tight_corkscrew,35,1.1211,-2.141,5.0877,1.5363,-2.5768,5.25
tight_corkscrew,36,2.1095,-2.3727,5.5331,1.9041,-2.3183,5.4
tight_corkscrew,37,2.4229,-2.6831,6.5578,2.2291,-2.0077,5.55
tight_corkscrew,38,2.5564,-1.324,5.8089,2.5041,-1.6521,5.7
tight_corkscrew,39,2.7493,-1.6558,5.6543,2.7229,-1.2593,5.85
tight_corkscrew,40,2.2164,-0.8835,6.789,2.8805,-0.8382,6.0
tight_corkscrew,41,2.4084,-0.6047,5.9639,2.9734,-0.3984,6.15
tight_corkscrew,42,3.3488,0.4221,6.3312,2.9996,0.0504,6.3
tight_corkscrew,43,2.9858,0.4496,6.2051,2.9584,0.4981,6.45
tight_corkscrew,44,2.7063,0.7948,6.5232,2.8507,0.9346,6.6
tight_corkscrew,45,2.7025,1.1595,7.0632,2.679,1.3501,6.75
tight_corkscrew,46,2.4359,1.8958,6.2172,2.4472,1.7353,6.9
tight_corkscrew,47,1.9495,2.1095,7.1923,2.1604,2.0815,7.05
tight_corkscrew,48,1.7719,2.8431,7.0948,1.8251,2.381,7.2
tight_corkscrew,49,1.8774,3.0456,7.6976,1.4487,2.627,7.35
tight_corkscrew,50,1.1735,2.9802,7.4275,1.0399,2.814,7.5
tight_corkscrew,51,0.2699,2.7813,7.3331,0.6077,2.9378,7.65
tight_corkscrew,52,0.0379,2.7752,7.2621,0.1619,2.9956,7.8
tight_corkscrew,53,-0.2488,3.413,7.5124,-0.2876,2.9862,7.95
tight_corkscrew,54,-1.2836,2.7357,7.4822,-0.7306,2.9097,8.1
tight_corkscrew,55,-1.4641,2.3778,8.176,-1.1572,2.7678,8.25
tight_corkscrew,56,-1.4011,3.239,7.8067,-1.5579,2.5638,8.4
tight_corkscrew,57,-2.3496,2.2494,8.4805,-1.9235,2.3022,8.55
tight_corkscrew,58,-1.7637,2.3786,8.3629,-2.2459,1.9889,8.7
tight_corkscrew,59,-3.1357,1.8016,8.625,-2.5179,1.6309,8.85
tight_corkscrew,60,-2.3231,1.198,8.9246,-2.7334,1.2364,9.0
tight_corkscrew,61,-3.2463,0.8004,9.7264,-2.8875,0.814,9.15
tight_corkscrew,62,-3.2215,0.4329,9.005,-2.9767,0.3734,9.3
tight_corkscrew,63,-2.7271,-0.0929,9.7224,-2.999,-0.0757,9.45
tight_corkscrew,64,-2.8594,-0.7892,9.0223,-2.9541,-0.523,9.6
tight_corkscrew,65,-2.4487,-1.0629,9.2339,-2.8427,-0.9586,9.75
tight_corkscrew,66,-2.8633,-0.8748,9.9468,-2.6676,-1.3726,9.9
tight_corkscrew,67,-2.0991,-2.4419,11.2015,-2.4325,-1.7558,10.05
tight_corkscrew,68,-2.1173,-1.6979,10.0444,-2.1428,-2.0996,10.2
tight_corkscrew,69,-1.8211,-2.1355,11.2969,-1.805,-2.3963,10.35
tight_corkscrew,70,-1.3765,-2.8409,11.0122,-1.4266,-2.6391,10.5
tight_corkscrew,71,-0.3781,-3.2269,10.2303,-1.0162,-2.8226,10.65
tight_corkscrew,72,-0.3883,-3.0714,9.6931,-0.583,-2.9428,10.8
tight_corkscrew,73,-0.1359,-2.9072,11.303,-0.1367,-2.9969,10.95
tight_corkscrew,74,0.7366,-3.3735,10.8333,0.3127,-2.9837,11.1
tight_corkscrew,75,0.7395,-2.7747,10.8781,0.7551,-2.9034,11.25
tight_corkscrew,76,1.1911,-2.9878,11.8357,1.1805,-2.758,11.4
tight_corkscrew,77,1.9593,-2.7787,11.8521,1.5794,-2.5506,11.55
tight_corkscrew,78,1.6341,-2.1621,10.9893,1.9428,-2.286,11.7
tight_corkscrew,79,2.3417,-1.6171,12.3155,2.2626,-1.97,11.85
tight_corkscrew,80,1.9795,-1.5633,11.8281,2.5316,-1.6097,12.0
tight_corkscrew,81,3.1764,-1.0853,12.8948,2.7437,-1.2133,12.15
tight_corkscrew,82,2.7359,-1.1306,11.0845,2.8942,-0.7897,12.3
tight_corkscrew,83,3.0743,-0.4268,12.6107,2.9797,-0.3483,12.45
tight_corkscrew,84,2.955,0.1784,13.3359,2.9983,0.1009,12.6
tight_corkscrew,85,2.5898,0.7151,13.3962,2.9496,0.5478,12.75
tight_corkscrew,86,2.9989,1.5487,12.7502,2.8346,0.9824,12.9
tight_corkscrew,87,2.7095,1.312,12.8938,2.6559,1.395,13.05
tight_corkscrew,88,2.96,1.3516,12.9176,2.4177,1.7762,13.2
tight_corkscrew,89,1.9775,2.1307,13.21,2.1251,2.1176,13.35
tight_corkscrew,90,1.9807,2.5754,14.4141,1.7848,2.4114,13.5
tight_corkscrew,91,1.6719,2.3832,12.8586,1.4044,2.651,13.65
tight_corkscrew,92,0.8746,2.6525,13.6793,0.9924,2.8311,13.8
tight_corkscrew,93,0.9624,3.0554,13.273,0.5582,2.9476,13.95
tight_corkscrew,94,-0.1211,3.4831,13.5055,0.1115,2.9979,14.1
tight_corkscrew,95,-0.1126,3.2406,13.6521,-0.3378,2.9809,14.25
tight_corkscrew,96,-1.1675,2.9979,14.5528,-0.7795,2.897,14.4
tight_corkscrew,97,-0.8955,2.9197,14.0503,-1.2036,2.748,14.55
tight_corkscrew,98,-1.0532,2.5953,14.7726,-1.6008,2.5372,14.7
tight_corkscrew,99,-1.8982,1.8179,14.4449,-1.9619,2.2695,14.85
tight_corkscrew,100,-2.0318,2.1616,14.7514,-2.2791,1.9509,15.0
tight_corkscrew,101,-2.5082,1.4312,14.874,-2.545,1.5884,15.15
tight_corkscrew,102,-2.8814,0.8594,14.9417,-2.7538,1.1902,15.3
tight_corkscrew,103,-2.934,0.7691,15.3758,-2.9007,0.7653,15.45
tight_corkscrew,104,-3.0364,0.4518,15.6634,-2.9825,0.3233,15.6
tight_corkscrew,105,-2.9745,-0.2409,15.7222,-2.9973,-0.1261,15.75
tight_corkscrew,106,-2.7041,-0.3628,15.7567,-2.9449,-0.5726,15.9
tight_corkscrew,107,-3.0087,-1.2179,15.5173,-2.8262,-1.0062,16.05
tight_corkscrew,108,-2.1577,-1.6674,16.6694,-2.6441,-1.4173,16.2
tight_corkscrew,109,-2.4177,-1.5982,16.0598,-2.4026,-1.7965,16.35
tight_corkscrew,110,-2.1721,-1.8262,17.2931,-2.1072,-2.1354,16.5
tight_corkscrew,111,-1.6951,-2.0754,17.0135,-1.7644,-2.4263,16.65
tight_corkscrew,112,-1.0868,-2.5482,16.7796,-1.382,-2.6627,16.8
tight_corkscrew,113,-0.2457,-2.9238,17.3978,-0.9686,-2.8393,16.95
tight_corkscrew,114,-0.5877,-2.807,16.838,-0.5334,-2.9522,17.1
tight_corkscrew,115,-0.2867,-3.0331,17.6791,-0.0863,-2.9988,17.25
tight_corkscrew,116,0.0415,-2.553,17.4539,0.3628,-2.978,17.4
tight_corkscrew,117,0.9546,-3.0794,18.118,0.8038,-2.8903,17.55
tight_corkscrew,118,1.1974,-2.5962,16.9057,1.2267,-2.7377,17.7
tight_corkscrew,119,2.2183,-2.2655,17.52,1.622,-2.5237,17.85
tight_corkscrew,120,1.8119,-2.1772,17.6198,1.981,-2.253,18.0
tight_corkscrew,121,1.8735,-1.954,18.8501,2.2954,-1.9316,18.15
tight_corkscrew,122,2.7673,-1.4109,18.0848,2.5583,-1.5669,18.3
tight_corkscrew,123,3.2835,-1.4312,18.0451,2.7637,-1.167,18.45
tight_corkscrew,124,2.5558,-0.5957,18.2166,2.9071,-0.7409,18.6
tight_corkscrew,125,3.0116,-0.0377,17.9698,2.9851,-0.2982,18.75
tight_corkscrew,126,2.7658,0.3504,18.9912,2.9962,0.1513,18.9
tight_corkscrew,127,2.9126,0.6154,18.7473,2.9399,0.5973,19.05
tight_corkscrew,128,2.9198,1.2889,18.8873,2.8177,1.0299,19.2
tight_corkscrew,129,2.4471,1.0819,19.2836,2.6321,1.4394,19.35
tight_corkscrew,130,2.7335,1.6266,19.4096,2.3874,1.8166,19.5
tight_corkscrew,131,2.5105,1.9137,19.503,2.0892,2.153,19.65
tight_corkscrew,132,1.7375,2.4011,20.8133,1.744,2.441,19.8
tight_corkscrew,133,1.3073,3.1132,20.243,1.3596,2.6742,19.95
tight_corkscrew,134,1.5703,3.5168,19.3091,0.9447,2.8474,20.1
tight_corkscrew,135,0.6547,2.9407,20.9784,0.5086,2.9566,20.25
tight_corkscrew,136,0.5898,3.0961,20.3688,0.0611,2.9994,20.4
tight_corkscrew,137,-0.2044,2.6446,20.7631,-0.3879,2.9748,20.55
tight_corkscrew,138,-0.6543,2.9352,20.2392,-0.8281,2.8835,20.7
tight_corkscrew,139,-0.9947,2.6772,20.5936,-1.2497,2.7273,20.85
tight_corkscrew,140,-1.5189,2.2556,21.4809,-1.6432,2.51,21.0
tight_corkscrew,141,-2.0163,1.9683,21.3028,-1.9998,2.2362,21.15
tight_corkscrew,142,-1.7113,2.2455,20.5938,-2.3115,1.9123,21.3
tight_corkscrew,143,-2.8452,1.7416,21.925,-2.5714,1.5454,21.45
tight_corkscrew,144,-2.8257,1.3768,21.0465,-2.7734,1.1438,21.6
tight_corkscrew,145,-2.6548,0.2685,21.9545,-2.9132,0.7165,21.75
tight_corkscrew,146,-2.588,0.2442,22.2758,-2.9875,0.2731,21.9
tight_corkscrew,147,-3.6983,0.0965,21.9663,-2.9948,-0.1765,22.05
tight_corkscrew,148,-2.6922,-1.0174,23.1186,-2.9348,-0.622,22.2
tight_corkscrew,149,-2.7414,-0.5429,21.7109,-2.8089,-1.0536,22.35
sharp_maneuver,0,2.2487,0.4122,30.2542,2.5,0.0,30.0
sharp_maneuver,1,4.7126,-0.1907,29.6271,5.0,0.0,30.0
sharp_maneuver,2,7.8215,-0.1742,30.0273,7.5,0.0,30.0
sharp_maneuver,3,10.3168,-0.2489,29.7472,10.0,0.0,30.0
sharp_maneuver,4,12.3001,0.3725,29.7564,12.5,0.0,30.0
sharp_maneuver,5,15.3147,0.227,30.2203,15.0,0.0,30.0
sharp_maneuver,6,17.7599,0.2255,29.7712,17.5,0.0,30.0
sharp_maneuver,7,20.2577,0.892,30.2872,20.0,0.0,30.0
sharp_maneuver,8,22.5104,0.0416,29.8789,22.5,0.0,30.0
sharp_maneuver,9,24.9574,-0.598,29.5206,25.0,0.0,30.0
sharp_maneuver,10,27.8178,0.1216,30.1881,27.5,0.0,30.0
sharp_maneuver,11,29.8098,0.0702,30.1274,30.0,0.0,30.0
sharp_maneuver,12,32.3303,-0.4801,29.5853,32.5,0.0,30.0
sharp_maneuver,13,35.1233,0.2256,29.9614,35.0,0.0,30.0
sharp_maneuver,14,37.6683,-0.5184,29.1619,37.5,0.0,30.0
sharp_maneuver,15,40.1529,-0.3001,30.9556,40.0,0.0,30.0
sharp_maneuver,16,42.4891,-0.4192,30.3999,42.5,0.0,30.0
sharp_maneuver,17,44.6199,0.1862,29.6519,45.0,0.0,30.0
sharp_maneuver,18,46.9894,0.5111,29.6028,47.5,0.0,30.0
sharp_maneuver,19,50.1025,0.0991,29.5644,50.0,0.0,30.0
sharp_maneuver,20,52.1616,0.1917,30.8163,52.5,0.0,30.0
sharp_maneuver,21,55.3021,-0.0712,29.9004,55.0,0.0,30.0
sharp_maneuver,22,57.7078,0.1394,29.187,57.5,0.0,30.0
sharp_maneuver,23,60.2304,0.1543,29.2202,60.0,0.0,30.0
sharp_maneuver,24,62.4565,-0.3568,30.3963,62.5,0.0,30.0
sharp_maneuver,25,65.1456,-0.0022,29.8855,65.0,0.0,30.0
sharp_maneuver,26,67.5029,0.0549,29.7957,67.5,0.0,30.0
sharp_maneuver,27,70.2359,-0.1854,30.0409,70.0,0.0,30.0
sharp_maneuver,28,72.3563,-0.0429,30.2307,72.5,0.0,30.0
sharp_maneuver,29,74.4476,-0.5345,30.5397,75.0,0.0,30.0
sharp_maneuver,30,77.3032,-0.3299,29.646,77.5,0.0,30.0
sharp_maneuver,31,79.7535,0.4134,30.8191,80.0,0.0,30.0
sharp_maneuver,32,82.5883,0.604,29.5312,82.5,0.0,30.0
sharp_maneuver,33,85.2545,-0.2104,29.6827,85.0,0.0,30.0
sharp_maneuver,34,88.0812,-0.0322,29.6602,87.5,0.0,30.0
sharp_maneuver,35,90.1806,0.5401,29.2281,90.0,0.0,30.0
sharp_maneuver,36,92.3995,0.1228,29.4564,92.5,0.0,30.0
sharp_maneuver,37,94.9263,-0.3809,30.2414,95.0,0.0,30.0
sharp_maneuver,38,97.8859,0.0342,29.7352,97.5,0.0,30.0
sharp_maneuver,39,99.6548,0.3888,30.0071,100.0,0.0,30.0
sharp_maneuver,40,102.6912,0.7644,29.5164,102.2955,0.9902,30.0
sharp_maneuver,41,103.9824,2.879,30.5389,104.0111,2.8086,30.0
sharp_maneuver,42,105.0318,5.1139,29.5555,104.8662,5.1579,30.0
sharp_maneuver,43,105.4712,7.6956,30.2021,105.7212,7.5071,30.0
sharp_maneuver,44,106.5691,9.9857,30.7804,106.5763,9.8563,30.0
sharp_maneuver,45,107.7433,12.0427,30.6952,107.4313,12.2056,30.0
sharp_maneuver,46,107.9261,14.5812,29.876,108.2864,14.5548,30.0
sharp_maneuver,47,109.1635,17.0433,30.1132,109.1414,16.904,30.0
sharp_maneuver,48,110.1787,18.8252,30.7434,109.9965,19.2533,30.0
sharp_maneuver,49,110.7396,21.6618,30.6533,110.8515,21.6025,30.0
sharp_maneuver,50,111.5813,23.744,29.2396,111.7066,23.9517,30.0
sharp_maneuver,51,112.8403,26.321,30.1196,112.5616,26.3009,30.0
sharp_maneuver,52,113.6314,28.4811,28.9509,113.4167,28.6502,30.0
sharp_maneuver,53,113.7716,31.0781,30.3688,114.2717,30.9994,30.0
sharp_maneuver,54,115.002,33.5571,29.8956,115.1268,33.3486,30.0
sharp_maneuver,55,115.9835,36.0703,28.3347,115.9818,35.6979,30.0
sharp_maneuver,56,116.9063,38.3406,29.4474,116.8369,38.0471,30.0
sharp_maneuver,57,118.0232,39.8813,30.5044,117.692,40.3963,30.0
sharp_maneuver,58,118.7691,42.6701,30.5055,118.547,42.7456,30.0
sharp_maneuver,59,119.6783,45.3818,30.1967,119.4021,45.0948,30.0
sharp_maneuver,60,120.4453,47.9731,29.2187,120.2571,47.444,30.0
sharp_maneuver,61,121.4335,49.378,29.5467,121.1122,49.7933,30.0
sharp_maneuver,62,121.7021,51.6879,29.9152,121.9672,52.1425,30.0
sharp_maneuver,63,122.2823,54.3488,30.1986,122.8223,54.4917,30.0
sharp_maneuver,64,123.7383,57.3893,30.6317,123.6773,56.841,30.0
sharp_maneuver,65,124.8719,59.2406,30.026,124.5324,59.1902,30.0
sharp_maneuver,66,125.3387,61.0579,30.1081,125.3874,61.5394,30.0
sharp_maneuver,67,125.9618,63.6924,29.252,126.2425,63.8887,30.0
sharp_maneuver,68,127.1164,66.39,30.396,127.0975,66.2379,30.0
sharp_maneuver,69,128.0477,68.6215,29.6459,127.9526,68.5871,30.0
sharp_maneuver,70,129.0274,70.5609,30.3836,128.8076,70.9363,30.0
sharp_maneuver,71,129.5936,73.7975,29.8464,129.6627,73.2856,30.0
sharp_maneuver,72,130.7472,75.7042,30.3361,130.5177,75.6348,30.0
sharp_maneuver,73,131.5514,77.2987,29.3343,131.3728,77.984,30.0
sharp_maneuver,74,132.3919,80.1302,29.4887,132.2278,80.3333,30.0
sharp_maneuver,75,132.9059,82.9249,30.0481,133.0829,82.6825,30.0
sharp_maneuver,76,133.5805,85.0253,29.9136,133.9379,85.0317,30.0
sharp_maneuver,77,134.5437,88.0473,29.8735,134.793,87.381,30.0
sharp_maneuver,78,135.6006,89.8833,30.0788,135.648,89.7302,30.0
sharp_maneuver,79,136.7785,91.7614,30.0658,136.5031,92.0794,30.0
sharp_maneuver,80,136.9828,94.1314,30.2626,137.3581,94.4287,30.0
sharp_maneuver,81,138.2235,96.4504,30.2215,138.2132,96.7779,30.0
sharp_maneuver,82,139.0551,98.6265,29.4685,139.0682,99.1271,30.0
