# SYNTETYCZNE DANE IMU -- nie sa to pomiary z prawdziwego czujnika.
# Wygenerowane przez generate_synthetic_imu.py z roznicy centralnej
# trajektorii x_true/y_true/z_true + szum bialy (sigma=0.15 m/s^2) +
# dryft/bias (random walk, sigma_step=0.01 m/s^2). Patrz docstring.
segment,step,ax_true,ay_true,az_true,ax_meas,ay_meas,az_meas
straight_climb,48,0.0,0.0,0.0,-0.12768,0.06026,-0.08304
straight_climb,49,0.0,0.0,0.0,-0.07106,0.04709,0.03072
straight_climb,50,0.0,0.0,0.0,-0.1951,0.22434,-0.05788
straight_climb,51,0.0,0.0,0.0,-0.43067,-0.288,-0.12621
straight_climb,52,0.0,0.0,0.0,-0.15209,0.12657,0.0433
straight_climb,53,0.0,0.0,0.0,-0.07669,-0.07711,0.10533
straight_climb,54,0.0,0.0,0.0,0.05957,-0.05553,0.17286
straight_climb,55,0.0,0.0,0.0,-0.23669,-0.01307,-0.1518
straight_climb,56,0.0,0.0,0.0,0.18591,0.20008,-0.02527
straight_climb,57,0.0,0.0,0.0,-0.31277,-0.22358,-0.21813
straight_climb,58,0.0,0.0,0.0,-0.28764,0.04331,-0.22635
straight_climb,59,0.0,0.0,0.0,-0.22876,0.16699,-0.00281
level_turn,0,0.0,0.0,0.0,0.12474,-0.00082,0.05561
level_turn,1,-0.0749,-0.0038,0.0,0.06929,-0.28197,0.0537
level_turn,2,-0.0746,-0.0075,0.0,0.19315,-0.1053,-0.1819
level_turn,3,-0.0741,-0.0111,0.0,-0.01356,-0.14672,0.07473
level_turn,4,-0.0735,-0.015,0.0,-0.04047,0.00686,-0.19379
level_turn,5,-0.0727,-0.0185,0.0,0.18203,-0.02397,0.06495
level_turn,6,-0.0716,-0.0222,0.0,0.18795,-0.00332,-0.10183
level_turn,7,-0.0705,-0.0256,0.0,0.05714,-0.08318,-0.05967
level_turn,8,-0.069,-0.0293,0.0,-0.0401,0.16121,-0.02243
level_turn,9,-0.0675,-0.0326,0.0,0.05471,-0.25914,0.13639
level_turn,10,-0.0659,-0.036,0.0,0.20231,0.08572,-0.28182
level_turn,11,-0.0638,-0.0391,0.0,0.10501,0.04201,-0.24421
level_turn,12,-0.062,-0.0424,0.0,0.15544,-0.13896,0.1723
level_turn,13,-0.0596,-0.0454,0.0,0.19337,-0.07642,-0.03695
level_turn,14,-0.0574,-0.0482,0.0,-0.10742,-0.24925,0.0005
level_turn,15,-0.0549,-0.0512,0.0,0.25013,0.01141,-0.36305
level_turn,16,-0.0522,-0.0538,0.0,-0.08588,-0.12013,-0.33769
level_turn,17,-0.0495,-0.0563,0.0,-0.12254,-0.05935,-0.08237
level_turn,18,-0.0466,-0.0587,0.0,0.24725,-0.22185,0.10376
level_turn,19,-0.0436,-0.0611,0.0,0.27064,-0.13697,-0.10682
level_turn,20,-0.0406,-0.063,0.0,0.44878,0.18511,-0.10826
level_turn,21,-0.0372,-0.0651,0.0,-0.02561,-0.01528,-0.04952
level_turn,22,-0.0341,-0.0668,0.0,0.16737,0.03708,-0.00421
level_turn,23,-0.0306,-0.0684,0.0,0.00441,0.00461,0.13657
level_turn,24,-0.0271,-0.07,0.0,-0.03462,-0.18022,-0.36838
level_turn,25,-0.0237,-0.0711,0.0,0.08385,0.00828,-0.03718
level_turn,26,-0.0201,-0.0722,0.0,-0.05506,-0.23896,-0.11625
level_turn,27,-0.0164,-0.0732,0.0,0.38572,-0.04743,-0.20311
level_turn,28,-0.0127,-0.0739,0.0,0.01083,-0.41825,-0.02954
level_turn,29,-0.0091,-0.0745,0.0,0.34745,-0.15203,-0.27221
level_turn,30,-0.0053,-0.0747,0.0,0.13949,-0.06863,0.01687
level_turn,31,-0.0015,-0.075,0.0,-0.0853,0.35837,-0.13877
level_turn,32,0.0022,-0.0749,0.0,0.04234,0.01099,-0.20994
level_turn,33,0.0059,-0.0749,0.0,0.04251,-0.06513,-0.01184
level_turn,34,0.0096,-0.0742,0.0,0.06392,0.06753,-0.45985
level_turn,35,0.0134,-0.0739,0.0,0.08382,-0.0475,-0.29886
level_turn,36,0.0171,-0.0729,0.0,0.32334,-0.17357,0.182
level_turn,37,0.0206,-0.0722,0.0,0.32953,-0.06912,-0.12817
level_turn,38,0.0243,-0.0709,0.0,0.10289,0.04423,0.16848
level_turn,39,0.0277,-0.0697,0.0,0.18345,0.07233,-0.0344
level_turn,40,0.0312,-0.0681,0.0,-0.09381,-0.28614,-0.05666
level_turn,41,0.0346,-0.0666,0.0,0.10397,-0.29344,-0.52792
level_turn,42,0.0379,-0.0647,0.0,0.64801,0.04002,0.00393
level_turn,43,0.041,-0.0628,0.0,0.12713,-0.0914,-0.08884
level_turn,44,0.0441,-0.0606,0.0,0.13112,-0.02202,0.07532
level_turn,45,0.0471,-0.0583,0.0,0.36507,-0.30202,-0.14148
level_turn,46,0.05,-0.056,0.0,-0.00395,0.15623,-0.0173
level_turn,47,0.0527,-0.0533,0.0,0.06824,-0.11925,-0.22227
level_turn,48,0.0553,-0.0507,0.0,0.35271,-0.13431,0.20518
level_turn,49,0.0577,-0.0477,0.0,0.13047,0.2833,-0.38397
level_turn,50,0.0601,-0.045,0.0,0.16317,0.07936,-0.2996
level_turn,51,0.0622,-0.0418,0.0,0.24619,-0.17774,-0.03768
level_turn,52,0.0643,-0.0386,0.0,0.42828,-0.25715,-0.08696
level_turn,53,0.0661,-0.0354,0.0,0.2128,-0.1083,-0.09966
level_turn,54,0.0678,-0.0321,0.0,0.0943,0.03684,-0.19518
level_turn,55,0.0693,-0.0286,0.0,-0.12314,-0.00473,-0.1045
level_turn,56,0.0707,-0.0251,0.0,0.20637,0.10648,-0.24424
level_turn,57,0.0718,-0.0215,0.0,0.14988,0.20693,-0.16961
level_turn,58,0.0727,-0.018,0.0,0.05219,0.02853,-0.1502
level_turn,59,0.0737,-0.0143,0.0,0.22913,0.2476,-0.0794
level_turn,60,0.0743,-0.0106,0.0,0.17466,0.08074,-0.31046
level_turn,61,0.0745,-0.0068,0.0,0.02339,0.06587,-0.06907
level_turn,62,0.0751,-0.0031,0.0,-0.06046,0.39113,0.05071
level_turn,63,0.0749,0.0006,0.0,0.04663,0.11787,-0.11517
level_turn,64,0.0748,0.0043,0.0,0.15426,0.06001,-0.15819
level_turn,65,0.0746,0.0082,0.0,-0.20908,0.05557,-0.01645
level_turn,66,0.074,0.0118,0.0,0.05389,-0.18085,0.02376
level_turn,67,0.0735,0.0156,0.0,0.08314,0.13383,0.00848
level_turn,68,0.0724,0.0191,0.0,0.17506,0.09861,-0.1966
level_turn,69,0.0714,0.0227,0.0,0.26464,0.05703,-0.31199
level_turn,70,0.0703,0.0264,0.0,0.00365,0.14411,-0.10785
level_turn,71,0.0687,0.0297,0.0,0.40416,0.00264,-0.12358
level_turn,72,0.0674,0.0332,0.0,0.17896,0.22818,-0.11916
level_turn,73,0.0654,0.0365,0.0,0.09168,0.01272,-0.17723
level_turn,74,0.0636,0.0398,0.0,-0.0611,0.24903,0.0371
level_turn,75,0.0616,0.0428,0.0,0.14493,0.03986,-0.0068
level_turn,76,0.0592,0.0458,0.0,-0.02549,0.40396,-0.18742
level_turn,77,0.057,0.0489,0.0,0.05842,0.06649,-0.02609
level_turn,78,0.0545,0.0516,0.0,0.31101,0.11479,-0.28225
level_turn,79,0.0517,0.0541,0.0,0.21636,-0.1149,-0.21254
level_turn,80,0.049,0.0568,0.0,0.13249,0.19395,0.14356
level_turn,81,0.0462,0.0592,0.0,0.24517,0.40707,-0.30221
level_turn,82,0.043,0.0613,0.0,-0.11657,0.17119,-0.00991
level_turn,83,0.0401,0.0634,0.0,0.48416,0.14527,0.15781
level_turn,84,0.0367,0.0654,0.0,0.29338,0.12862,0.09105
level_turn,85,0.0334,0.0671,0.0,0.25485,0.35863,0.03112
level_turn,86,0.0301,0.0687,0.0,0.22705,0.27122,0.12754
level_turn,87,0.0266,0.0701,0.0,0.12394,0.2457,0.14491
level_turn,88,0.023,0.0714,0.0,0.21837,0.30892,0.04739
level_turn,89,0.0195,0.0724,0.0,-0.09083,0.05727,-0.07219
level_turn,90,0.0158,0.0733,0.0,-0.45178,0.24143,0.35503
level_turn,91,0.0121,0.074,0.0,0.22268,0.35024,0.02378
level_turn,92,0.0084,0.0745,0.0,0.21612,0.0691,-0.00751
level_turn,93,0.0047,0.0748,0.0,0.10421,0.38407,-0.00735
level_turn,94,0.001,0.075,0.0,0.03435,0.41375,0.16784
level_turn,95,-0.0029,0.075,0.0,0.05132,0.08297,-0.0202
level_turn,96,-0.0066,0.0746,0.0,0.10497,0.2965,0.14813
level_turn,97,-0.0102,0.0743,0.0,0.07658,-0.34424,-0.18618
level_turn,98,-0.0141,0.0737,0.0,0.04457,0.32363,0.00323
level_turn,99,-0.0175,0.0729,0.0,0.1435,0.20797,0.14368
level_turn,100,-0.0214,0.0718,0.0,0.21353,-0.04927,0.11951
level_turn,101,-0.0248,0.0709,0.0,0.28295,-0.07692,0.15002
level_turn,102,-0.0283,0.0693,0.0,0.05951,0.10317,-0.15867
level_turn,103,-0.0318,0.068,0.0,0.07043,0.21562,0.02519
level_turn,104,-0.0351,0.0662,0.0,0.1091,0.03265,0.11064
level_turn,105,-0.0385,0.0644,0.0,0.2123,0.12842,0.15447
level_turn,106,-0.0415,0.0624,0.0,0.1283,-0.16092,0.06993
level_turn,107,-0.0446,0.0603,0.0,0.16165,0.13654,0.14109
level_turn,108,-0.0476,0.0579,0.0,0.21706,-0.07925,0.07827
level_turn,109,-0.0505,0.0555,0.0,0.56183,0.13765,-0.18556
level_turn,110,-0.0531,0.0529,0.0,0.36638,0.01865,0.1697
level_turn,111,-0.0557,0.0502,0.0,0.1135,0.01408,0.23683
level_turn,112,-0.0582,0.0473,0.0,-0.09638,0.04407,-0.06781
level_turn,113,-0.0604,0.0444,0.0,0.07415,0.17044,-0.1132
level_turn,114,-0.0626,0.0413,0.0,-0.06647,0.08671,0.02255
level_turn,115,-0.0646,0.0381,0.0,0.20991,0.06172,-0.0955
level_turn,116,-0.0664,0.0349,0.0,0.10574,-0.11326,-0.06138
level_turn,117,-0.068,0.0314,0.0,0.2148,0.24058,0.13816
level_turn,118,-0.0696,0.0281,0.0,0.16559,-0.03011,0.14503
level_turn,119,0.0,0.0,0.0,0.44428,0.13475,-0.11826
ascending_helix,0,0.0,0.0,0.0,-0.12046,0.18649,-0.26062
ascending_helix,1,-0.0499,-0.0025,0.0,-0.16626,0.19307,-0.04031
ascending_helix,2,-0.0498,-0.005,0.0,0.20962,-0.06897,-0.00105
ascending_helix,3,-0.0494,-0.0075,-0.0,-0.4134,0.27054,-0.04063
ascending_helix,4,-0.049,-0.0099,0.0,0.29717,-0.47671,-0.06824
ascending_helix,5,-0.0484,-0.0124,0.0,-0.33675,-0.08162,0.04784
ascending_helix,6,-0.0477,-0.0147,0.0,-0.31561,-0.0568,-0.05632
ascending_helix,7,-0.0471,-0.0172,-0.0,-0.22618,0.03482,-0.035
ascending_helix,8,-0.046,-0.0195,0.0,-0.39764,0.07517,0.20898
ascending_helix,9,-0.0449,-0.0217,-0.0,-0.19701,-0.10086,-0.23019
ascending_helix,10,-0.044,-0.024,0.0,-0.54689,-0.26264,-0.05842
ascending_helix,11,-0.0426,-0.0261,0.0,-0.3286,-0.42583,-0.04126
ascending_helix,12,-0.0412,-0.0282,-0.0,0.04472,-0.12245,-0.00088
ascending_helix,13,-0.0399,-0.0302,0.0,-0.19985,0.13266,0.08384
ascending_helix,14,-0.0381,-0.0323,-0.0,-0.06317,0.01614,-0.02112
ascending_helix,15,-0.0367,-0.0341,0.0,-0.15431,-0.07514,-0.06438
ascending_helix,16,-0.0347,-0.0358,0.0,-0.47672,-0.14078,-0.05132
ascending_helix,17,-0.0331,-0.0376,0.0,-0.1439,-0.09339,0.14938
ascending_helix,18,-0.031,-0.0391,-0.0,-0.26736,-0.15101,-0.04645
ascending_helix,19,-0.0292,-0.0407,0.0,-0.12092,-0.01098,-0.11231
ascending_helix,20,-0.0269,-0.042,0.0,-0.19327,-0.06796,-0.11744
ascending_helix,21,-0.0249,-0.0435,0.0,-0.22749,-0.37415,-0.0986
ascending_helix,22,-0.0227,-0.0444,0.0,-0.4731,0.00095,0.26432
ascending_helix,23,-0.0203,-0.0457,-0.0,-0.49678,-0.22831,0.08591
ascending_helix,24,-0.0183,-0.0466,0.0,-0.43378,-0.15209,0.19111
ascending_helix,25,-0.0156,-0.0474,0.0,-0.21389,-0.16642,-0.03721
ascending_helix,26,-0.0135,-0.0482,0.0,-0.49898,-0.11844,0.13607
ascending_helix,27,-0.0109,-0.0488,0.0,-0.20336,0.2034,0.27113
ascending_helix,28,-0.0084,-0.0492,-0.0,-0.13979,-0.00354,0.25554
ascending_helix,29,-0.0062,-0.0497,0.0,-0.32843,-0.21789,-0.04801
ascending_helix,30,-0.0034,-0.0498,0.0,-0.33024,-0.09147,0.07263
ascending_helix,31,-0.0011,-0.05,-0.0,-0.61944,0.07925,-0.08949
ascending_helix,32,0.0015,-0.05,0.0,-0.2125,-0.1109,-0.09139
ascending_helix,33,0.0039,-0.0498,-0.0,-0.24991,-0.28195,-0.01299
ascending_helix,34,0.0065,-0.0496,0.0,0.33212,0.05017,-0.05331
ascending_helix,35,0.0089,-0.0491,0.0,-0.22495,-0.23356,-0.19655
ascending_helix,36,0.0113,-0.0488,-0.0,-0.13097,-0.29663,-0.09365
ascending_helix,37,0.0138,-0.048,0.0,-0.02348,-0.39378,-0.02831
ascending_helix,38,0.0162,-0.0473,-0.0,-0.04886,-0.02155,0.02398
ascending_helix,39,0.0185,-0.0465,0.0,-0.29064,-0.28702,-0.19063
ascending_helix,40,0.0207,-0.0454,0.0,-0.29561,-0.21901,-0.15628
ascending_helix,41,0.0232,-0.0443,-0.0,-0.22902,0.07533,0.10585
ascending_helix,42,0.0251,-0.0432,0.0,-0.56921,0.07136,0.23195
ascending_helix,43,0.0275,-0.0419,-0.0,-0.11072,-0.12441,0.07748
ascending_helix,44,0.0293,-0.0403,0.0,0.04654,0.09656,0.08424
ascending_helix,45,0.0315,-0.039,0.0,-0.32354,-0.02127,0.04332
ascending_helix,46,0.0332,-0.0372,-0.0,-0.01461,0.15381,0.10168
ascending_helix,47,0.0352,-0.0356,0.0,-0.20454,-0.26127,-0.13708
ascending_helix,48,0.0369,-0.0338,-0.0,-0.46387,0.27596,-0.15333
ascending_helix,49,0.0384,-0.0319,0.0,-0.38159,-0.06571,0.07605
ascending_helix,50,0.0401,-0.0298,0.0,-0.18668,-0.33794,-0.26444
ascending_helix,51,0.0415,-0.028,-0.0,-0.64326,-0.0249,0.18891
ascending_helix,52,0.0429,-0.0257,0.0,-0.17038,0.29377,-0.08597
ascending_helix,53,0.044,-0.0236,-0.0,-0.09085,0.05589,-0.23612
ascending_helix,54,0.0452,-0.0214,0.0,-0.2636,-0.15609,0.17149
ascending_helix,55,0.0462,-0.019,0.0,-0.15443,0.19516,-0.08015
ascending_helix,56,0.0471,-0.0168,0.0,-0.27298,0.02615,0.15084
ascending_helix,57,0.0478,-0.0144,-0.0,-0.38814,0.02308,0.10032
ascending_helix,58,0.0487,-0.0119,0.0,-0.31613,0.22434,0.14894
ascending_helix,59,0.049,-0.0096,0.0,-0.19664,-0.12866,0.20059
ascending_helix,60,0.0494,-0.007,0.0,-0.29285,-0.1512,0.04158
ascending_helix,61,0.0499,-0.0046,0.0,-0.3032,-0.012,0.13866
ascending_helix,62,0.0499,-0.002,-0.0,-0.34822,-0.08543,0.1924
ascending_helix,63,0.05,0.0003,0.0,-0.30201,0.37497,0.09846
ascending_helix,64,0.0499,0.003,0.0,-0.29234,-0.13319,-0.02279
ascending_helix,65,0.0497,0.0054,0.0,-0.30234,-0.01849,0.04851
ascending_helix,66,0.0494,0.0079,0.0,-0.39447,0.25286,-0.04033
ascending_helix,67,0.0488,0.0103,-0.0,-0.12692,0.24692,-0.25536
ascending_helix,68,0.0484,0.0128,0.0,-0.37265,0.1014,0.09911
ascending_helix,69,0.0477,0.0151,0.0,-0.49009,0.07155,0.26056
ascending_helix,70,0.0467,0.0176,0.0,-0.01845,0.24987,-0.22925
ascending_helix,71,0.0459,0.0199,0.0,-0.25465,-0.07745,-0.22079
ascending_helix,72,0.0449,0.0221,-0.0,-0.39067,-0.02927,-0.18753
ascending_helix,73,0.0436,0.0243,0.0,-0.13176,0.08481,0.12108
ascending_helix,74,0.0424,0.0265,0.0,-0.25458,0.10696,0.10516
ascending_helix,75,0.041,0.0285,0.0,-0.21555,0.06106,-0.16951
ascending_helix,76,0.0396,0.0307,0.0,-0.1443,0.0903,-0.08587
ascending_helix,77,0.038,0.0325,-0.0,-0.32971,0.2675,-0.0149
ascending_helix,78,0.0362,0.0343,0.0,-0.13554,-0.02614,0.08344
ascending_helix,79,0.0345,0.0363,0.0,-0.13046,0.07529,-0.07176
ascending_helix,80,0.0328,0.0377,0.0,0.00377,0.04589,0.48505
ascending_helix,81,0.0306,0.0395,0.0,-0.13252,-0.22232,0.05904
ascending_helix,82,0.0288,0.0408,-0.0,-0.46226,-0.02519,0.27306
ascending_helix,83,0.0267,0.0424,0.0,-0.27144,0.1726,-0.07921
ascending_helix,84,0.0245,0.0435,0.0,-0.24822,0.11282,0.31329
ascending_helix,85,0.0222,0.0448,0.0,-0.16024,0.01398,0.1195
ascending_helix,86,0.0201,0.0457,0.0,-0.06801,0.0548,0.28369
ascending_helix,87,0.0177,0.0469,-0.0,-0.12636,0.09125,0.16595
ascending_helix,88,0.0154,0.0474,0.0,-0.49563,0.02881,0.19637
ascending_helix,89,0.013,0.0484,0.0,-0.43114,0.36231,0.26826
ascending_helix,90,0.0105,0.0488,0.0,-0.33141,0.28123,0.22998
ascending_helix,91,0.008,0.0494,0.0,-0.09895,-0.17444,0.05996
ascending_helix,92,0.0057,0.0496,-0.0,-0.15851,-0.02527,0.20487
ascending_helix,93,0.0031,0.0499,0.0,-0.26364,0.15171,0.2816
ascending_helix,94,0.0006,0.05,0.0,-0.13095,-0.13734,0.08412
ascending_helix,95,-0.0018,0.05,0.0,-0.35718,0.1391,-0.00631
ascending_helix,96,-0.0045,0.0498,0.0,-0.41327,-0.11568,-0.10023
ascending_helix,97,-0.0068,0.0494,-0.0,-0.26318,0.05569,-0.03479
ascending_helix,98,-0.0093,0.0492,0.0,-0.26572,0.32758,0.03259
ascending_helix,99,-0.0118,0.0486,0.0,-0.15868,0.36823,-0.06498
ascending_helix,100,-0.0141,0.0479,0.0,-0.48529,0.40451,0.26484
ascending_helix,101,-0.0166,0.0472,0.0,-0.01259,-0.05544,0.23348
ascending_helix,102,-0.019,0.0463,-0.0,-0.08137,0.35163,0.64032
ascending_helix,103,-0.0211,0.0452,0.0,-0.28357,-0.04965,0.30735
ascending_helix,104,-0.0234,0.0442,0.0,-0.26038,0.2306,0.08314
ascending_helix,105,-0.0256,0.043,0.0,-0.31251,0.1819,0.36138
ascending_helix,106,-0.0277,0.0415,0.0,-0.18362,0.42076,0.48228
ascending_helix,107,-0.0298,0.0402,-0.0,-0.44873,0.01639,0.10725
ascending_helix,108,-0.0318,0.0387,0.0,-0.28946,0.14758,0.13387
ascending_helix,109,-0.0335,0.0369,-0.0,-0.51932,0.07766,0.21921
ascending_helix,110,-0.0355,0.0353,0.0,-0.40599,-0.09882,-0.05887
ascending_helix,111,-0.0371,0.0335,0.0,-0.43117,0.01132,0.15394
ascending_helix,112,-0.0388,0.0315,-0.0,-0.22117,-0.06638,0.25913
ascending_helix,113,-0.0402,0.0296,0.0,-0.43386,-0.07684,0.0138
ascending_helix,114,-0.0419,0.0275,-0.0,-0.24481,0.14073,0.28236
ascending_helix,115,-0.0429,0.0255,0.0,-0.18823,-0.07568,0.26789
ascending_helix,116,-0.0443,0.0231,0.0,-0.35295,0.17481,0.12725
ascending_helix,117,-0.0454,0.0211,-0.0,-0.17922,0.16065,-0.13088
ascending_helix,118,-0.0464,0.0186,0.0,-0.32157,0.04071,0.0914
ascending_helix,119,-0.0472,0.0164,-0.0,-0.3137,-0.05632,0.19228
ascending_helix,120,-0.048,0.0139,0.0,0.06358,0.08457,0.02688
ascending_helix,121,-0.0486,0.0116,0.0,-0.10856,0.07119,0.18226
ascending_helix,122,-0.0492,0.0092,-0.0,-0.25034,0.40568,-0.15761
ascending_helix,123,-0.0496,0.0065,0.0,-0.1321,0.1882,0.38704
ascending_helix,124,-0.0497,0.0042,-0.0,-0.44987,-0.03511,0.01844
ascending_helix,125,-0.05,0.0017,0.0,-0.35957,0.18455,0.32338
ascending_helix,126,-0.05,-0.0009,0.0,-0.29271,0.10747,0.11386
ascending_helix,127,-0.0499,-0.0033,-0.0,-0.05312,0.07215,0.37257
ascending_helix,128,-0.0496,-0.0059,0.0,-0.41805,0.0123,0.18585
ascending_helix,129,-0.0493,-0.0082,-0.0,-0.14218,0.12771,0.09061
ascending_helix,130,-0.0489,-0.0108,0.0,-0.33989,0.13646,-0.06947
ascending_helix,131,-0.0481,-0.0132,0.0,-0.15239,0.33408,0.24318
ascending_helix,132,-0.0476,-0.0155,-0.0,-0.25076,0.08067,-0.17419
ascending_helix,133,-0.0466,-0.018,0.0,0.08906,0.03874,0.00956
ascending_helix,134,-0.0458,-0.0202,-0.0,-0.24474,-0.0763,0.13169
ascending_helix,135,-0.0446,-0.0225,0.0,-0.10776,-0.19424,0.44315
ascending_helix,136,-0.0434,-0.0247,0.0,-0.0294,-0.0869,0.17245
ascending_helix,137,-0.0422,-0.0269,-0.0,-0.16124,-0.28263,0.06975
ascending_helix,138,-0.0408,-0.0289,0.0,-0.24052,0.06089,0.07936
ascending_helix,139,-0.0393,-0.0309,-0.0,-0.30375,0.12632,-0.1822
ascending_helix,140,-0.0376,-0.0328,0.0,-0.03277,-0.35761,0.31385
ascending_helix,141,-0.0361,-0.0347,0.0,-0.17116,-0.0967,0.07789
ascending_helix,142,-0.0341,-0.0365,-0.0,-0.56691,-0.03443,-0.10228
ascending_helix,143,-0.0325,-0.038,0.0,-0.21547,-0.39919,0.08807
ascending_helix,144,-0.0303,-0.0398,-0.0,-0.2362,-0.23827,0.03961
ascending_helix,145,-0.0284,-0.0411,0.0,0.02442,0.26914,0.07694
ascending_helix,146,-0.0264,-0.0425,0.0,0.04749,-0.05972,0.03278
ascending_helix,147,-0.0241,-0.0437,-0.0,-0.10417,0.02329,0.07664
ascending_helix,148,-0.0218,-0.045,0.0,-0.1676,-0.08695,0.18696
ascending_helix,149,-0.0198,-0.046,-0.0,-0.10949,-0.00131,0.15406
ascending_helix,150,-0.0173,-0.0469,0.0,-0.15998,-0.22932,0.15495
ascending_helix,151,-0.0149,-0.0476,0.0,0.00016,0.02464,0.04385
ascending_helix,152,-0.0126,-0.0484,-0.0,-0.08103,0.02376,0.08487
ascending_helix,153,-0.0101,-0.049,0.0,-0.10754,-0.07301,0.2437
ascending_helix,154,-0.0077,-0.0494,-0.0,0.03124,-0.09906,0.21208
ascending_helix,155,-0.0052,-0.0497,0.0,-0.06835,-0.12548,0.12003
ascending_helix,156,-0.0027,-0.05,0.0,-0.11547,0.19919,0.45292
ascending_helix,157,-0.0001,-0.0499,-0.0,-0.05811,-0.05279,-0.00282
ascending_helix,158,0.0022,-0.0499,0.0,0.02377,-0.03002,0.06811
ascending_helix,159,0.0048,-0.0498,-0.0,0.05935,-0.0589,-0.04095
ascending_helix,160,0.0073,-0.0495,0.0,-0.08316,0.00874,-0.04507
ascending_helix,161,0.0097,-0.049,0.0,-0.05506,-0.06579,0.32128
ascending_helix,162,0.0122,-0.0485,-0.0,-0.0337,-0.16557,0.09366
ascending_helix,163,0.0146,-0.0478,0.0,-0.02498,0.14863,0.42884
ascending_helix,164,0.0169,-0.047,-0.0,0.04642,0.0223,0.12506
ascending_helix,165,0.0194,-0.0462,0.0,-0.17626,-0.15739,-0.06732
ascending_helix,166,0.0214,-0.045,0.0,-0.01729,0.20573,-0.08852
